id,structure_json,formula,spacegroup,bandgap,energy_above_hull,k_1064,k_755,k_1500
mp-1391273,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.5839349, -2.4248359600000002, 0.07416047], [4.58394303, 2.42482172, 0.07413738], [3.23689622, 1.4230000000000001e-05, 4.0521956]], ""pbc"": [true, true, true], ""a"": 5.186307778724451, ""b"": 5.186307976507239, ""c"": 5.186307580534743, ""alpha"": 55.75001624542755, ""beta"": 55.750019296850695, ""gamma"": 55.750022741318666, ""volume"": 88.91849747191512}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Zn"", ""xyz"": [6.202387075, -5.000000027104159e-09, 2.100246725]}, {""species"": [{""element"": ""Ni"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Ni"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.9025986300000001, 0.23031184000000002, 0.6300471], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [7.232586790855625, -1.6301794978953372, 2.6370859414354952]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.23031184000000002, 0.6300471, 0.9025986300000001], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [6.8654525875001085, 0.9692963050357504, 3.721296272623591]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.3699529, 0.09740137, 0.7696881600000001], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [4.633723036472917, -0.6608831852300108, 3.15358393864617]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.7696881600000001, 0.3699529, 0.09740137], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [5.539321562499892, -0.9692963150357509, 0.4791971773764092]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.09740137, 0.7696881600000001, 0.3699529], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [5.1721873591443766, 1.6301794878953373, 1.5634075085645047]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.6300471, 0.9025986300000001, 0.23031184000000002], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [7.771051113527084, 0.6608831752300108, 1.0469095113538305]}]}",ZnNiF6,148,1.0322,0.0,0.205923836440934,1.006964499910707,0.0550998170950288
mp-20731,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[5.43724699, 1.3240000000000002e-05, -2.38646674], [-1.04745419, 5.33540614, -2.38645554], [-0.08224211000000001, -0.09997375, 7.19987616]], ""pbc"": [true, true, true], ""a"": 5.93791868684353, ""b"": 5.9379195854520415, ""c"": 7.201039871760373, ""alpha"": 114.34913999791036, ""beta"": 114.34913937778248, ""gamma"": 89.99999955842887, ""volume"": 206.27363101993924}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""In"", ""occu"": 1}], ""abc"": [0.25, 0.75, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""In"", ""xyz"": [0.53260005, 3.95157104, 1.21347974]}, {""species"": [{""element"": ""In"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""In"", ""xyz"": [2.1948964, 2.66770969, -2.3864611399999998]}, {""species"": [{""element"": ""Hg"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Hg"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.86276349, 0.89995771, 0.27457655000000003], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [3.7258119600935697, 4.774200867297385, -2.229748279726488]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.62538116, 0.13723651, 0.72542345], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [3.196942517220752, 0.6596974954982923, 3.4029988358175682]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.10004229, 0.58818694, 0.72542345], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [-0.13180458980255105, 3.065694233069294, 3.5805294243628696]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.41181306, 0.37461884, 0.27457655000000003], ""properties"": {""magmom"": -0.0}, ""label"": ""Se"", ""xyz"": [1.8241514924882292, 1.9712986641350294, 0.10012777954605001]}]}",In2HgSe4,82,0.6416000000000004,0.0,0.2075048688746309,0.452797508660148,0.2083832415888672
mp-9082,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[8.19395767, -2.08644378, 0.010704499999999001], [8.19395767, 2.08644378, 0.010704499999999001], [7.65801325, -0.0, 3.5845683]], ""pbc"": [true, true, true], ""a"": 8.455430475805047, ""b"": 8.455430475805047, ""c"": 8.455430020675498, ""alpha"": 28.57147853118647, ""beta"": 28.57147853118647, ""gamma"": 28.57148114670627, ""volume"": 122.2231493506318}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Cs"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Sm"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Sm"", ""xyz"": [12.022964295, 0.0, 1.802988649999999]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.77170362, 0.77170362, 0.77170362], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [18.556330139164498, 0.0, 2.7827457360478247]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.22829638, 0.22829638, 0.22829638], ""properties"": {""magmom"": -0.0}, ""label"": ""S"", ""xyz"": [5.489598450835504, 0.0, 0.8232315639521736]}]}",CsSmS2,166,2.1711,0.0,0.0105476396758096,0.0186775126107141,0.0068400980825292
mp-1852,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.02918759, -0.0, 1.95387002], [2.08376053, 4.53372536, 0.83430241], [0.03552608, 0.15475685, 5.05808413]], ""pbc"": [true, true, true], ""a"": 4.477941568451381, ""b"": 5.0589311220479, ""c"": 5.060575743049396, ""alpha"": 78.74749671154669, ""beta"": 63.740716927551944, ""gamma"": 63.731526274176396, ""volume"": 92.1923369442343}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""U"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": 1.096}, ""label"": ""U"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.70636968, 0.17979516, 0.40746548], ""properties"": {""magmom"": -0.028}, ""label"": ""F"", ""xyz"": [3.235221657741025, 0.8781999506657957, 3.5911527539941615]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.0, -0.0], ""properties"": {""magmom"": -0.017}, ""label"": ""F"", ""xyz"": [2.014593795, 0.0, 0.97693501]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.29363032, 0.82020484, 0.5925345200000001], ""properties"": {""magmom"": -0.028}, ""label"": ""F"", ""xyz"": [2.913252542258976, 3.8102822593342043, 4.255103806005839]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.88634435, 0.40734431, 0.81996798], ""properties"": {""magmom"": -0.028}, ""label"": ""F"", ""xyz"": [4.44918589883962, 1.9736828901843646, 6.219117019140333]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.11365565, 0.59265569, 0.18003202000000001], ""properties"": {""magmom"": -0.028}, ""label"": ""F"", ""xyz"": [1.6992883011603808, 2.7147993198156355, 1.6271395408596687]}]}",UF5,87,0.69,0.0,0.0080414886530371,0.0048324255033008,0.01356741103666
mp-1006888,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[-2.02233921, -3.50279292, -0.0], [-4.0446774, -1e-08, -0.0], [-2.02233921, -1.167597639999999, -7.31350573]], ""pbc"": [true, true, true], ""a"": 4.044677257916328, ""b"": 4.0446774, ""c"": 7.677272054055387, ""alpha"": 74.72697022008033, ""beta"": 74.72697174077852, ""gamma"": 59.999990354143094, ""volume"": 103.6153162731448}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""K"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""K"", ""xyz"": [-4.044677910000001, -2.3351952849999993, -3.656752865]}, {""species"": [{""element"": ""Y"", ""occu"": 1}], ""abc"": [-0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Y"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.73422675, 0.73422675, 0.79731976], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-6.067016901312108, -3.502792939018243, -5.831202633402225]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.26577325, 0.26577325, 0.20268024], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-2.0223389186878933, -1.167597630981756, -1.4823030965977753]}]}",KYS2,166,2.3587,0.0,0.0095717056550424,0.0158228937621814,0.0061985658849759
mp-1080135,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.153937, 0.0, 0.0], [0.0, 4.153937, 0.0], [0.0, 0.0, 9.174868]], ""pbc"": [true, true, true], ""a"": 4.153937, ""b"": 4.153937, ""c"": 9.174868, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 90.0, ""volume"": 158.31411441929237}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Sr"", ""occu"": 1}], ""abc"": [0.0, 0.5, 0.8461900000000001], ""properties"": {""magmom"": -0.0}, ""label"": ""Sr"", ""xyz"": [0.0, 2.0769685, 7.763681552920001]}, {""species"": [{""element"": ""Sr"", ""occu"": 1}], ""abc"": [0.5, 0.0, 0.15381], ""properties"": {""magmom"": -0.0}, ""label"": ""Sr"", ""xyz"": [2.0769685, 0.0, 1.41118644708]}, {""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [2.0769685, 2.0769685, 4.587434]}, {""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.5], ""properties"": {""magmom"": 0.0}, ""label"": ""Zn"", ""xyz"": [0.0, 0.0, 4.587434]}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.0, 0.5, 0.329689], ""properties"": {""magmom"": -0.0}, ""label"": ""As"", ""xyz"": [0.0, 2.0769685, 3.024853056052]}, {""species"": [{""element"": ""As"", ""occu"": 1}], ""abc"": [0.5, 0.0, 0.670311], ""properties"": {""magmom"": -0.0}, ""label"": ""As"", ""xyz"": [2.0769685, 0.0, 6.150014943948]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [2.0769685, 2.0769685, 0.0]}, {""species"": [{""element"": ""F"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""F"", ""xyz"": [0.0, 0.0, 0.0]}]}",SrZnAsF,129,0.7117999999999998,0.0,0.0366200117576457,0.1274035435661425,0.0218024151726015
mp-9307,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.01633594, 1e-08, -1.21727145], [-0.36893039, 3.99935436, -1.21727145], [-0.02929384, -0.03212048, 7.1378452]], ""pbc"": [true, true, true], ""a"": 4.1967492379126945, ""b"": 4.1967481116337755, ""c"": 7.137977581462442, ""alpha"": 107.09597893285121, ""beta"": 107.09597442137293, ""gamma"": 89.99999532119283, ""volume"": 114.33935544170629}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Ba"", ""occu"": 1}], ""abc"": [0.65471746, 0.65471746, 0.30943491], ""properties"": {""magmom"": -0.0}, ""label"": ""Ba"", ""xyz"": [2.3789555605419483, 2.6085079369283433, 0.6147607433068982]}, {""species"": [{""element"": ""Ba"", ""occu"": 1}], ""abc"": [0.34528254, 0.34528254, 0.69056509], ""properties"": {""magmom"": -0.0}, ""label"": ""Ba"", ""xyz"": [1.2391561494580516, 1.3587259530716564, 4.088541556693102]}, {""species"": [{""element"": ""Zn"", ""occu"": 1}], ""abc"": [0.0, 0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Zn"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.85929431, 0.85929431, 0.71858963], ""properties"": {""magmom"": -0.0}, ""label"": ""N"", ""xyz"": [3.1131445857305415, 3.4135410099760124, 3.0371926798443774]}, {""species"": [{""element"": ""N"", ""occu"": 1}], ""abc"": [0.14070569, 0.14070569, 0.28141037], ""properties"": {""magmom"": -0.0}, ""label"": ""N"", ""xyz"": [0.5049671242694587, 0.5536928800239876, 1.666109620155623]}]}",Ba2ZnN2,139,0.5217,0.0,0.4252974043349876,0.5948645950554101,0.2474026900828614
mp-7077,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[5.04562025, -0.00318172, -0.0], [-1.09234806, 4.92595872, 0.0], [0.0, 0.0, 6.6852625]], ""pbc"": [true, true, true], ""a"": 5.045621253181041, ""b"": 5.0456212298714815, ""c"": 6.6852625, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 102.53933749248051, ""volume"": 166.1357359771586}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""K"", ""occu"": 1}], ""abc"": [0.62691854, 0.37308046, 0.25], ""properties"": {""magmom"": -0.0}, ""label"": ""K"", ""xyz"": [2.7556591638195274, 1.8357842659415222, 1.671315625]}, {""species"": [{""element"": ""K"", ""occu"": 1}], ""abc"": [0.37308046, 0.62691854, 0.75], ""properties"": {""magmom"": -0.0}, ""label"": ""K"", ""xyz"": [1.1976090729082827, 3.0869878112814773, 5.013946875]}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Au"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Au"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Au"", ""xyz"": [0.0, 0.0, 3.34263125]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.20387686, 0.7961231400000001, 0.25], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [0.1590416458223065, 3.9210210445937816, 1.671315625]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.7961231400000001, 0.20387686, 0.75], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [3.794230544177694, 1.0017559554062183, 5.013946875]}]}",KAuS,63,2.0924,0.0,0.0096839902733401,0.0161990750377245,0.0062937020270773
mp-1078990,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[-2.00917747, -3.47997807, -0.0], [-2.00917747, 3.47997807, 0.0], [0.0, 0.0, -16.08424867]], ""pbc"": [true, true, true], ""a"": 4.018338148244436, ""b"": 4.018338148244436, ""c"": 16.08424867, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99972353387436, ""volume"": 224.91870856091785}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.66667419, 0.33332581, 0.75], ""properties"": {""magmom"": -0.0}, ""label"": ""Cs"", ""xyz"": [-2.00917747, -1.160045052070027, -12.0631865025]}, {""species"": [{""element"": ""Cs"", ""occu"": 1}], ""abc"": [0.33332581, 0.66667419, 0.25], ""properties"": {""magmom"": -0.0}, ""label"": ""Cs"", ""xyz"": [-2.00917747, 1.160045052070027, -4.0210621675]}, {""species"": [{""element"": ""Tm"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Tm"", ""xyz"": [0.0, 0.0, -8.042124335]}, {""species"": [{""element"": ""Tm"", ""occu"": 1}], ""abc"": [0.0, -0.0, 0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Tm"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.66666561, 0.33333439, 0.08970499], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-2.00917747, -1.1599853356463456, -1.4428373660998635]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.33333439, 0.66666561, 0.91029501], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-2.00917747, 1.1599853356463456, -14.641411303900139]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.33333439, 0.66666561, 0.58970499], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-2.00917747, 1.1599853356463456, -9.484961701099863]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.66666561, 0.33333439, 0.41029501], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [-2.00917747, -1.1599853356463456, -6.599286968900137]}]}",CsTmS2,194,2.2578,0.0,0.0091839567057955,0.0149382141560684,0.0059938849612359
mp-22981,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[4.50348241, 0.01600736, 0.07984722], [0.07872624, 4.50282279, 0.07984723], [0.01623144, 0.01600738, 4.50416072]], ""pbc"": [true, true, true], ""a"": 4.5042186482558, ""b"": 4.504218742373265, ""c"": 4.504218410273846, ""alpha"": 88.7770587720396, ""beta"": 88.77706450994337, ""gamma"": 88.77707259576104, ""volume"": 91.31995051891965}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Tl"", ""occu"": 1}], ""abc"": [0.99124915, 0.99124915, 0.99124915], ""properties"": {""magmom"": 0.0}, ""label"": ""Tl"", ""xyz"": [4.558199830538424, 4.4951538470006, 4.623042472985606]}, {""species"": [{""element"": ""I"", ""occu"": 1}], ""abc"": [0.49813267, 0.49813267, 0.49813267], ""properties"": {""magmom"": 0.0}, ""label"": ""I"", ""xyz"": [2.2906332398667404, 2.2589507268351046, 2.323218628325404]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.53810291, 0.09671235, 0.53810291], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [2.4396849747293676, 0.45270579841134984, 2.474390225231396]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.09671235, 0.53810291, 0.53810291], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [0.48663937098961235, 2.433143773675691, 2.4743902296453015]}, {""species"": [{""element"": ""O"", ""occu"": 1}], ""abc"": [0.53810291, 0.53810291, 0.09671235], ""properties"": {""magmom"": -0.0}, ""label"": ""O"", ""xyz"": [2.4672695894984558, 2.4331437648478795, 0.5215400162647414]}]}",TlIO3,160,2.6895,0.0,0.0074724925571782,0.011899099537442,0.0048249809218679
mp-985831,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[3.76632801, 1e-08, 0.0], [-1.88316349, 3.26173522, -0.0], [0.0, 0.0, 6.40983541]], ""pbc"": [true, true, true], ""a"": 3.76632801, ""b"": 3.7663273059384292, ""c"": 6.40983541, ""alpha"": 90.0, ""beta"": 90.0, ""gamma"": 119.99999698514945, ""volume"": 78.74332002833815}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Hf"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": 0.0}, ""label"": ""Hf"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.666667, 0.333333, 0.75845479], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [1.8831660598305, 1.08724399275493, 4.861570369826114]}, {""species"": [{""element"": ""Se"", ""occu"": 1}], ""abc"": [0.333333, 0.666667, 0.24154521], ""properties"": {""magmom"": 0.0}, ""label"": ""Se"", ""xyz"": [-1.5398304999969525e-06, 2.17449123724507, 1.5482650401738862]}]}",HfSe2,164,0.5606,0.0,0.130453923921365,0.9951051386506684,0.0565748669880109
mp-10226,"{""@module"": ""pymatgen.core.structure"", ""@class"": ""Structure"", ""charge"": 0, ""lattice"": {""matrix"": [[6.69987445, -1.98776006, -0.00963547], [6.69987445, 1.98776006, -0.00963547], [6.11501341, 0.0, 3.38322706]], ""pbc"": [true, true, true], ""a"": 6.988533504547011, ""b"": 6.988533504547011, ""c"": 6.988534491865664, ""alpha"": 33.04976285078707, ""beta"": 33.04976285078707, ""gamma"": 33.0497562013526, ""volume"": 90.34813763353296}, ""properties"": {}, ""sites"": [{""species"": [{""element"": ""Na"", ""occu"": 1}], ""abc"": [0.0, 0.0, -0.0], ""properties"": {""magmom"": -0.0}, ""label"": ""Na"", ""xyz"": [0.0, 0.0, 0.0]}, {""species"": [{""element"": ""Y"", ""occu"": 1}], ""abc"": [0.5, 0.5, 0.5], ""properties"": {""magmom"": -0.0}, ""label"": ""Y"", ""xyz"": [9.757381155000001, 0.0, 1.6819780599999998]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.75708413, 0.75708413, 0.75708413], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [14.77431684562314, 0.0, 2.546797792468375]}, {""species"": [{""element"": ""S"", ""occu"": 1}], ""abc"": [0.24291587, 0.24291587, 0.24291587], ""properties"": {""magmom"": 0.0}, ""label"": ""S"", ""xyz"": [4.74044546437686, 0.0, 0.8171583275316243]}]}",NaYS2,166,2.2841,0.0,0.0100501934534342,0.0170164717130869,0.0066955885588975
